"ID VZ","Název VZ","Datum vytvoreni","Datum uzavření smlouvy","Smluvní cena bez dph","Úředni název ""dodavatele","IČO"
T004/16V/00005845,"DP - Odvoz a likvidace nebezpečného a jiného odpadu č. obj. 1629940120061",2016-02-24 12:00:45.27,2016-03-03 00:00:00,1190.00,"UMBRELLA s.r.o.",25299352
T004/16V/00007183,"Výzva k plnění -  STK, emise -osobní vozidla březen 2016",2016-03-03 13:42:36.32,2016-03-03 00:00:00,1074.00,"MEDIS Holding a.s.",486078
T004/16V/00007184,"Výzva k plnění -  STK, emise -nákladní vozidla březen 2016",2016-03-03 13:43:10.95,2016-03-03 00:00:00,7231.00,"MEDIS Holding a.s.",486078
T004/16V/00007009," DP- Nákup stravovacích poukázek (Rámcová smlouva na  r. 2016)",2016-03-02 15:35:34.418,2016-03-03 00:00:00,21760.00,"Edenred CZ s.r.o.",24745391
T004/16V/00004910,"Nákup pánských sportovních hodinek",2016-02-17 15:25:07.08,2016-03-03 00:00:00,15270.00,"Randi Group s.r.o.",24119610
T004/16V/00006292,"DP1 - Oprava a servis zahradní techniky",2016-02-26 11:21:42.626,2016-03-03 00:00:00,16528.00,"Jiří Jonák",70557764
T004/16V/00005833,"DP: Objednávka praní prádla (4.DP) ",2016-02-24 11:40:20.882,2016-03-03 00:00:00,2850.50,"PRAVO s.r.o.",28142292
T004/16V/00003889,"Nákup náhradních dílů na automobily Škoda – Fabia, Octavia, Felicia",2016-02-10 12:56:14.034,2016-03-03 00:00:00,165289.26,,
T004/16V/00007081,"DP č. 2 - VZ 5512- Stravování v měsíci únor 2016.",2016-03-03 09:31:08.953,2016-03-03 00:00:00,12600.00,"ARAMARK s.r.o.",45794707
T004/16V/00006941,"3.dílčí plnění RS - Praní a chemické čištění prádla v roce 2016 pro CZM Týniště nad Orlicí",2016-03-02 13:16:35.769,2016-03-03 00:00:00,6869.40,"AD 7, spol. s r.o.",25598074
T004/16V/00003209,"PS 0004 – LM Kbely – zpracování projektové dokumentace na opravu hangáru č. 43",2016-02-04 10:16:06.188,2016-03-03 00:00:00,210000.00,"OBERMEYER HELIKA a.s.",60194294
T004/16V/00007112,"DP Servisní prohlídky a opravy osobních vozidel",2016-03-03 10:12:59.468,2016-03-03 00:00:00,12396.00,"K.E.I. Group, s.r.o.",49969641
T004/16V/00003356,"ONNM  LTM - Znalecké posudky - Byty Ústí nad Labem",2016-02-05 09:35:58.113,2016-03-03 00:00:00,6260.00,"Miroslav Fejfar Ing.",75135078
T004/16V/00007064,"Výzva k poskytnutí plnění 15-16 Ostrava",2016-03-03 08:47:09.838,2016-03-03 00:00:00,11519.70,"ADIV, spol. s r. o.",13642391
T004/16V/00003594,"Nákup krojových součástek ""Liptov",2016-02-08 12:47:42.03,2016-03-03 00:00:00,97983.36,"Lidové tradice a řemesla, o.p.s.",28309146
T004/16V/00002088," RS provádění ME a TP nákladních vozidel - Kostelec nad /L 2016 a 2017",2016-01-26 08:02:54.838,2016-03-03 00:00:00,127809.91,,
T004/16V/00004698,"2.dílčí plnění RS - Provádění TK a ME osobních vozidel v roce 2016 pro CZM Týniště nad Orlicí",2016-02-17 07:41:16.591,2016-03-03 00:00:00,1157.00,"MEDIS Holding a.s.",486078
T004/16V/00006241,"Mytí služebních vozidel v roce 2016",2016-02-26 09:28:41.318,2016-03-03 00:00:00,2450.25,"Globus ČR",63473291
T004/16V/00006637,"RS 2016-17 STK ME M1, N1,  1. dp",2016-03-01 09:07:06.384,2016-03-03 00:00:00,4917.36,"ASOCOM spol.s.r.o.",25055585
T004/16V/00001696,"Nákup PHM prostřednictvím odběrových karet",2016-01-21 08:41:16.188,2016-03-03 00:00:00,1.00,,
T004/16V/00008327,"Nákup odborného magazínu Petrol",2016-03-11 10:29:34.129,2016-03-03 00:00:00,480.00,"PETROLMEDIA s.r.o.",25586831
T004/16V/00012830,"DV-Zhotovování RTG (OPG) digitálních snímků chrupu",2016-04-12 13:42:30.504,2016-03-03 00:00:00,4400.00,"MUDr. Michaela Kalousová",64446204
T004/16V/00008071,"Nákup  repelentů",2016-03-10 07:55:21.578,2016-03-03 00:00:00,3236.00,"RTRIO s.r.o.",27802116
T004/16V/00003193,"ONNM Plzeň - Znalecké posudky 1. část.",2016-02-04 09:18:08.988,2016-03-03 00:00:00,14855.00,"Miroslav Fejfar Ing.",75135078
T004/16V/00005855,"DP - Přeprava laboratorních zvířat 2016-2018 č. obj. 1629940120063",2016-02-24 12:44:11.697,2016-03-03 00:00:00,4800.00,"Rostislav Trojan",15587967
T004/16V/00007030,"DP č.5 k RS provádění servisních prohlídek a běžných oprav osobních vozidel Škoda a mikrobusů v roce 2016-2017",2016-03-03 07:11:27.476,2016-03-03 00:00:00,3258.83,"AUTO HÉGR, a.s.",25869833
T004/16V/00007035,"DP č.6 k RS provádění servisních prohlídek a běžných oprav osobních vozidel Škoda a mikrobusů v roce 2016-2017",2016-03-03 07:25:27.503,2016-03-03 00:00:00,2879.53,"AUTO HÉGR, a.s.",25869833
T004/16V/00007037,"DP č.7 k RS provádění servisních prohlídek a běžných oprav osobních vozidel Škoda a mikrobusů v roce 2016-2017",2016-03-03 07:37:31.523,2016-03-03 00:00:00,4349.52,"AUTO HÉGR, a.s.",25869833
T004/16V/00007042," DP č. 8 k RS provádění servisních prohlídek a běžných oprav osobních vozidel Škoda a mikrobusů v roce 2016-2017",2016-03-03 07:46:48.502,2016-03-03 00:00:00,4400.00,"AUTO HÉGR, a.s.",25869833
T004/16V/00003169,"Přeprava osob VeV-VA - autobus",2016-02-04 08:00:53.964,2016-03-03 00:00:00,991735.00,,
T004/16V/00003170,"Přeprava osob VeV-VA - mikrobus",2016-02-04 08:01:15.738,2016-03-03 00:00:00,413223.00,,
T004/16V/00005933,"PS 0014 Havárie - oprava vodovodní šachty v objektu Generála Píky 229/1, Praha 6.",2016-02-24 15:20:52.685,2016-03-03 00:00:00,14764.01,"Start Center a.s.",3653706
T004/16V/00003930,"Nákup sněhových vyprošťovacích řetězů",2016-02-10 15:24:10.419,2016-03-03 00:00:00,2819.00,"AB Tábor spol. s.r.o.",26025523
T004/16V/00008930,"DV-Opravy zubních souprav OMS a SMILE CHARM",2016-03-16 10:37:11.305,2016-03-03 00:00:00,3827.36,"4Dent s.r.o.",29079314
T004/16V/00006001,"Oprava vany PERSEA",2016-02-25 09:25:56.81,2016-03-03 00:00:00,19490.90,"USSPA, s.r.o.",63218003
T004/16V/00002095," Pořízení HPTCL fólie",2016-01-26 08:17:50.951,2016-03-03 00:00:00,14454.00,"Chromservis s.r.o.",25086227
T004/16V/00006739,"PS 0006 - Havarijní oprava elektronické požární signalizace - budova č. 3 areálu Kasárna 17.listopadu Ruzyně",2016-03-01 14:07:29.788,2016-03-03 00:00:00,650.00,"ARANEA SYSTEMS a.s.",1676342
T004/16V/00006198,"EZ Pronájem plaveckého bazénu",2016-02-26 08:05:02.096,2016-03-03 00:00:00,29652.00,"Domovní správa Prostějov, s.r.o.",26259893
T004/16V/00000767,"Dílčí plnění z RS: Odvoz a odstranění odpadů VÚ 4312 Strakonice 2016",2016-01-12 13:47:19.661,2016-03-03 00:00:00,2000.00,"ASTON - služby v ekologii, s.r.o.",26072602
T004/16V/00005642,"Zpracování ÚAP vojenského újezdu Libavá",2016-02-23 12:12:48.577,2016-03-02 00:00:00,82645.00,"Vojenské lesy a statky ČR, s.p.",205
T004/16V/00034774,"2.dílčí plnění - RS - Převzetí odpadů jinou oprávněnou osobou a odstranění odpadů kategorie ,,NEBEZPEČNÝ"" pro rok 2016",2016-09-23 11:49:39.062,2016-03-02 00:00:00,3405.00,"Roman Maroš",15283844
T004/16V/00004061,"Likvidace následků případné havárie - úniku ropných látek - rámcová smlouva",2016-02-11 12:20:02.437,2016-03-02 00:00:00,1900000.00,,
T004/16V/00003860," RS - Praní a chemické čištění  vojenské výstroje",2016-02-10 10:43:41.309,2016-03-02 00:00:00,345315.00,,
T004/16V/00006894,"Výzva k plnění stravování na měsíc březen 2016",2016-03-02 11:19:04.058,2016-03-02 00:00:00,31817.00,"Viktor Stuchlík",12795551
T004/16V/00002489,"RS:Smlouva na provádění záručních a pozáručních oprav a servisní údržby tiskáren 2016",2016-01-28 13:58:00.852,2016-03-02 00:00:00,54860.00,,
T004/16V/00006986,"Dílčí plnění smlouvy  č. 2/22/36/2015-551220  stravovací poukázky za 2/2016 obj.č. 20/16",2016-03-02 14:24:00.43,2016-03-02 00:00:00,21091.00,"Edenred CZ s.r.o.",24745391
T004/16V/00006819,"Plnění z RSoD č.j.8/46/9/2016-1373 obj.č.32/2016",2016-03-02 08:37:28.277,2016-03-02 00:00:00,14842.00,"Bohemia Car s.r.o.",61065200
T004/16V/00006745,"1. dílčí plnění_Provedení ME + TK na vojenských vozidlech kategorie N2, N3, M3, O2, O3, O4 na rok 2016",2016-03-01 14:25:57.256,2016-03-02 00:00:00,66198.34,"TESTCAR s.r.o.",63320461
T004/16V/00005673,"PS 0006 - Odstranění havárie tlakového spínače a filtrační nádoby kompletu úpravny vody v Ubytovacím objektu Chýně Břve",2016-02-23 13:30:47.939,2016-03-02 00:00:00,32780.00,"INFORM - CONSULT - AQUA, s.r.o.",26137771
T004/16V/00003736,"  RS provádění ME a TP nákladních vozidel - Rančířov 2016 a 2017",2016-02-09 10:33:11.616,2016-03-02 00:00:00,77768.59,,
T004/16V/00003591,"D  18/11 - škrtidlo bez pojistného šroubu",2016-02-08 12:47:11.616,2016-03-02 00:00:00,89140.50,"Martin Bergl",42478430
T004/16V/00004210,"Nákup barev a materiálu na POVTM",2016-02-12 10:59:32.439,2016-03-02 00:00:00,73775.00,"Ing. Karel Hladký",16833651
T004/16V/00006887,"RS - Svoz, praní a čištění prádla pro VZ 6848 Hlučín v období od 1.1.-31.12.2016. ",2016-03-02 10:46:48.964,2016-03-02 00:00:00,919.30,"AD 7, spol. s r.o.",25598074
T004/16V/00006181,"Dílčí plnění - oprava vozidla VW Trans.T-5 024-82-20 (obj. 33)",2016-02-26 07:37:07.869,2016-03-02 00:00:00,2479.33,"AUTO HÉGR, a.s.",25869833
T004/16V/00006182,"Dílčí plnění - oprava vozidla VW Transporter T-5 VP, VPZ 024 81-81 (obj. 34)",2016-02-26 07:37:14.388,2016-03-02 00:00:00,2479.33,"AUTO HÉGR, a.s.",25869833
T004/16V/00002532,"Mimořádné výchozí revize odtahových laboratorních digestoří WALDNER",2016-01-29 08:15:40.571,2016-03-02 00:00:00,26446.23,"FUTURELAB TECHNOLOGY s.r.o.",28681631
T004/16V/00004225,"RS - Tonery a cartridge",2016-02-12 11:42:47.102,2016-03-02 00:00:00,1819733.00,,
T004/16V/00004892,"DP - Servis, údržba a opravy výpočetní techniky č. obj. 1629940120035",2016-02-17 14:27:49.283,2016-03-02 00:00:00,19494.00,"SENTA, spol. s r.o.",48153028
T004/16V/00003871,"DP - Stravovací poukázky leden 2016 č. obj. 1629940120031",2016-02-10 11:22:36.428,2016-03-02 00:00:00,78000.00,"Le Cheque Déjeuner s.r.o.",62913671
T004/16V/00005809,"PZ - PS 0228 - Havarijní oprava dávkovacích čerpadel, 228-20/2016",2016-02-24 10:10:42.039,2016-03-02 00:00:00,50000.00,"PRVOK s.r.o.",28128257
T004/16V/00006063,"1DP - Předání ostatního odpadu jiné oprávněné osobě ",2016-02-25 12:06:45.914,2016-03-02 00:00:00,5458.00,"AVE CZ  odpadové hospodářství s.r.o.",49356089
T004/16V/00006004,"PZ - 0217 - Havarijní oprava zborcené šachty parovodní přípojky, č.SOD 0217-12/oprava/2016",2016-02-25 09:37:33.471,2016-03-02 00:00:00,23391.70,"STOPIN spol. s r.o.",26040042
T004/16V/00004683,"Nákup kalibračních roztoků pro stanovení barvy ve vodách, chemikálie s certfikátem potřebné pro analýzu vod a krmiv.",2016-02-16 18:57:49.496,2016-03-02 00:00:00,10300.00,"LITOLAB, spol. s r. o.",49608568
T004/16V/00006701,"Objednávka č. 6 - Pravidelné měření emisí a pravidelné technické prohlídky motorových vozidel provozovaných Univerzitou obrany",2016-03-01 11:49:08.391,2016-03-02 00:00:00,3568.60,"Copy Servis Dočkal, a.s.",26300711
T004/16V/00002119,"Nákup náhradních dílů na zařízení SANIJET C-921.",2016-01-26 09:22:19.906,2016-03-02 00:00:00,399798.00,"PTV, spol. s.r.o.",222640
T004/16V/00003544,"AHNM OdPFM: Venkovní úklid letní ve vybraných vojenských areálech ve správě PS 0014",2016-02-08 10:21:58.21,2016-03-02 00:00:00,140908.65,"DISPEČER s.r.o.",4321022
T004/16V/00006587,"H_Oprava oplocení areálu Žižkových kasáren Olomouc",2016-03-01 07:38:02.276,2016-03-02 00:00:00,39845.60,"DOKA-IZOL spol. s r.o.",25386204
T004/16V/00006584,"Dílčí plnění smlouvy - Nákup kytice",2016-03-01 07:30:41.855,2016-03-02 00:00:00,495.00,"ing. Milan Bouzek",41649761
T004/16V/00006588,"Výzva k plnění RS - odběrové karty PHM ",2016-03-01 07:41:19.335,2016-03-02 00:00:00,4729.83,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00004239,"Provádění TP a ME vozidel do 3,5t - Lokalita Stará Boleslav",2016-02-12 12:31:46.533,2016-03-02 00:00:00,33057.85,,
T004/16V/00006703," Obj. č.1 k RS -Provádění technických prohlídek a měření emisí vozidel a přívěsů kategorie N1,N2, M1, O1 a O2",2016-03-01 11:52:48.65,2016-03-02 00:00:00,3884.00,"PETA servis, spol. s r.o.",43833390
T004/16V/00006473,"Výzva k poskytnutí plnění 13-16 Hradec",2016-02-29 11:15:40.511,2016-03-02 00:00:00,893.50,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00006762,"1. dílčí plnění_Provádění ME + TK na vojenských vozidlech kategorie M1, N1 na rok 2016",2016-03-01 15:01:52.676,2016-03-02 00:00:00,3272.15,"ELEKTRO-LUMEN, s. r. o.",47976446
T004/16V/00007264,"RS pronájem střelnice 2016",2016-03-04 07:55:50.705,2016-03-02 00:00:00,87000.00,,
T004/16V/00002691,"RS - Čištění odpadních vod z  kuchyňského bloku",2016-02-01 11:51:54.776,2016-03-02 00:00:00,29640.00,,
T004/16V/00006526,"DP - Odvoz a likvidace odpadů v kuchyňském bloku v roce 2016 - březen",2016-02-29 14:09:54.424,2016-03-02 00:00:00,9917.36,"Služby Morava s.r.o.",2279401
T004/16V/00005317,"Pronájem ledové plochy P-RCH",2016-02-22 09:09:00.016,2016-03-02 00:00:00,9000.00,"Služby města Jindřichův Hradec",26043335
T004/16V/00005915,"PS 0016 - Havárie ovládacího systému EKV",2016-02-24 14:30:14.259,2016-03-02 00:00:00,16755.00,"RAISA, spol. s r.o.",43005071
T004/16V/00012422,"Měření emisí 2 ks vozidel LRD-110 TD5",2016-04-11 09:17:03.519,2016-03-02 00:00:00,1322.32,"PETA servis, spol. s r.o.",43833390
T004/16V/00004294,"Oprava vozidla JEŘÁB AUT. VYPROŠŤ. AV15",2016-02-15 08:36:51.285,2016-03-02 00:00:00,14200.00,"DS Správa servisů, s.r.o.",47150602
T004/16V/00007718,"Prodloužení licence uživatelských přístupů k internetové aplikaci NMCRL - WEB",2016-03-08 12:45:42.646,2016-03-02 00:00:00,68643.50,"Nato Support Agency",0
T004/16V/00003282,"DS 2016 - Mytí autobusů Volvo 9700, Crossway, Iveco v roce 2016",2016-02-04 14:34:32.882,2016-03-02 00:00:00,341.50,,
T004/16V/00005685,"Oprava teplovzdušných jednotek Lersen 3ks na budově č. 54 Sklady Štěpánov",2016-02-23 13:46:37.549,2016-03-02 00:00:00,24674.00,"I-Therm, spol, s r.o.",60323825
T004/16V/00005095,"Školení na téma komunikační technologie",2016-02-18 15:09:45.225,2016-03-02 00:00:00,33058.00,"ATS-TELCOM PRAHA a.s.",61860409
T004/16V/00003536,"DS 2016 - Servis a oprava vířivé vany Silvestr (Silvestr happy spa) na rok 2016",2016-02-08 10:09:00.354,2016-03-02 00:00:00,29020.66,,
T004/16V/00003546,"DS 2016 - Servisní údržba, opravy a odtah vozidel Škoda, Volkswagen a Mercedes Benz Hradní stráže pro rok 2016",2016-02-08 10:30:42.642,2016-03-02 00:00:00,63235.00,,
T004/16V/00003013,"Provedení STK a ME osobní",2016-02-03 10:04:15.867,2016-03-02 00:00:00,21157.02,,
T004/16V/00003092,"Provedení STK a ME nákladní",2016-02-03 13:26:52.522,2016-03-02 00:00:00,163223.14,,
T004/16V/00004164,"Nákup tonerů a náplní do tiskáren",2016-02-12 09:26:41.761,2016-03-02 00:00:00,537021.00,"C SYSTEM CZ a.s.",27675645
T004/16V/00002644," AHNM OdPFM - Stavební opravy místností v budově č. 9 v objektu Kasárna v Butovicích ",2016-02-01 09:43:31.356,2016-03-02 00:00:00,261572.90,"TAKR stavební s.r.o.",4753569
T004/16V/00008691,"Nákup stravování formou stravovacích poukázek v Únoru 2016",2016-03-15 09:49:00.732,2016-03-02 00:00:00,21680.00,"Edenred CZ s.r.o.",24745391
T004/16V/00005787,"Výzva k poskytnutí plnění 12-16 Hradec",2016-02-24 09:04:48.861,2016-03-02 00:00:00,1398.35,"PROAUTO HRADEC KRÁLOVÉ s.r.o.",27518141
T004/16V/00003727,"D  18/13 - nákup zdravotnického materiálu",2016-02-09 10:03:58.687,2016-03-02 00:00:00,9305.00,"BEXAMED s.r.o.",24766356
T004/16V/00006034,"Výzva č. 1 k  RS - Služby pneuservisu v roce 2016.",2016-02-25 10:53:04.309,2016-03-02 00:00:00,15954.55,"Autocentrum Nord, a.s.",28714199
T004/16V/00006279,"DP č.1 kRS opravy travních sekaček, traktorů, křovinořezů, motorových pil a jiné zahradní techniky, včetně servisních prohlídek",2016-02-26 10:46:35.39,2016-03-02 00:00:00,29404.75,"SITTA K + M s.r.o.",64613003
T004/16V/00000669,"PS 0006 - Zpracování projektové dokumentace na opravu oplocení objektu Kasárna v Butovicích",2016-01-11 14:56:37.593,2016-03-02 00:00:00,110110.00,"B K N , spol. s r.o.",15028909
T004/16V/00046790,"6. plnění - RS Letištní služby na rok 2016 na letišti Kunovice.",2016-12-09 09:13:33.633,2016-03-01 00:00:00,13510.00,"Aircraft Industries, a.s.",27174841
T004/16V/00003783," Servis kávovarů",2016-02-09 14:23:38.817,2016-03-01 00:00:00,280600.00,,
T004/16V/00037355,"5. plnění - RS Letištní služby na rok 2016 na letišti Kunovice.",2016-10-11 08:23:29.292,2016-03-01 00:00:00,10290.00,"Aircraft Industries, a.s.",27174841
T004/16V/00003671,"D  30/2 - nákup odběrových tamponů",2016-02-09 06:15:56.666,2016-03-01 00:00:00,7000.00,"Randi Group s.r.o.",24119610
T004/16V/00004341,"RS - Provádění ME + TK na vojenských vozidlech kategorie M1, N1 na rok 2016",2016-02-15 10:17:11.212,2016-03-01 00:00:00,77177.43,,
T004/16V/00014636,"DP - PHM BŘEZEN RS 67/54/5/2015-8207",2016-04-25 12:29:49.661,2016-03-01 00:00:00,6220.60,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00002700,"Nákup - přilba sportovní výsadková kameramanská",2016-02-01 12:42:43.487,2016-03-01 00:00:00,23000.00,"PARASHOP,s.r.o.",25924745
T004/16V/00017118,"2. plnění - RS Letištní služby na rok 2016 na letišti Kunovice.",2016-05-11 10:05:36.076,2016-03-01 00:00:00,5180.00,"Aircraft Industries, a.s.",27174841
T004/16V/00021673," 3. plnění - RS Letištní služby na rok 2016 na letišti Kunovice.",2016-06-13 11:38:57.622,2016-03-01 00:00:00,132860.00,"Aircraft Industries, a.s.",27174841
T004/16V/00019809,"Plnění 1.3.2016 - RS Pronájem sanitárního zařízení typu SMK na stanoviště ,,Stálice"" na rok 2016",2016-05-30 14:56:24.306,2016-03-01 00:00:00,2990.00,"TOI TOI, sanitární systémy, s r.o.",49551655
T004/16V/00007391,"Oprava vozidla Š-Fabia - porucha při výkonu pracovní cesty mimo místo dislokace.",2016-03-05 12:41:29.51,2016-03-01 00:00:00,9909.09,"Josef SIMON",67159940
T004/16V/00004501,"RS - Provedení ME + TK na vojenských vozidlech kategorie N2, N3, M3, O2, O3, O4 na rok 2016",2016-02-16 08:42:49.722,2016-03-01 00:00:00,187520.66,,
T004/16V/00003585,"D  18/10 - ubrousky dezinfekční vlhčené",2016-02-08 12:29:47.095,2016-03-01 00:00:00,6660.00,"REO AMOS, spol. s r. o.",42767181
T004/16V/00011751," Nákup PHM prostřednictvím odběrových karet v březnu 2016",2016-04-06 09:35:41.976,2016-03-01 00:00:00,7372.67,"CCS Česká společnost pro platební karty s.r.o.",27916693
T004/16V/00001974,"RS - Letištní služby na rok 2016 na letišti Kunovice.",2016-01-25 09:42:27.232,2016-03-01 00:00:00,165289.25,,
T004/16V/00009626,"D 12/1 DP k RS - mezilaboratorní porovnání vzorků",2016-03-22 06:40:43.658,2016-03-01 00:00:00,7500.00,"Rada Evropy",77886008
T004/16V/00009986,"Inzerce na portálu kariera.cz",2016-03-23 11:07:22.919,2016-03-01 00:00:00,4132.00,"Portál práce Kariera.cz, spol. s.r.o",27663833
T004/16V/00002787,"Prezentace muzeí Vojenského historického ústavu Praha v leteckém palubním magazínu Travel Service CZ",2016-02-02 07:45:36.092,2016-03-01 00:00:00,30000.00,"C.O.T. media",25098853
T004/16V/00003310,"Zabezpečení služeb plaveckého stadionu pro výuku studentů - dráhy  50 m",2016-02-05 08:11:39.891,2016-03-01 00:00:00,57850.00,"STAREZ - SPORT, a.s.",26932211
T004/16V/00004229,"Zabezpečení služební tělovýchovy pro VZP a studenty UO - plavecký bazén",2016-02-12 11:51:42.986,2016-03-01 00:00:00,43304.35,"STAREZ - SPORT, a.s.",26932211
T004/16V/00006316,"Praní, čištění, drobné opravy prádla, tkanin, lůžkovin a pracovních oděvů v roce 2016 - smlouva",2016-02-26 12:57:41.988,2016-03-01 00:00:00,8264.00,"CORAMEXPORT s.r.o.",25285271
T004/16V/00006467,"Provedení TK a ME - březen 2016 (obj. č. 39/2016)",2016-02-29 10:48:41.997,2016-03-01 00:00:00,6148.76,"STK - AUTOL Olomouc s.r.o.",62305875
T004/16V/00002283,"Stroje a zařízení pro vybavení posilovny",2016-01-27 10:16:07.459,2016-03-01 00:00:00,58260.00,"Z + M Partner, spol. s r.o.",26843935
T004/16V/00006546,"DP č. 2 RS - 784/5/11/2016-8660 - Provedení měření emisí motorových kolových vozidel a technických kontrol kolových vozidel v roce 2016.",2016-02-29 14:46:31.945,2016-03-01 00:00:00,41322.31,"Stavební konstrukce Vyškov a.s.",25789872
